Record Length,Analog:2800
 0.05277000000,-0.96000,-0.82000
 0.05278000000,-0.96000,-0.82000
 0.05279000000,-0.96000,-0.78000
 0.05280000000,-0.96000,-0.74000
 0.05281000000,-0.96000,-0.74000
 0.05282000000,-0.96000,-0.78000
 0.05283000000,-1.00000,-0.74000
 0.05284000000,-0.96000,-0.74000
 0.05285000000,-0.96000,-0.74000
 0.05286000000,-0.96000,-0.74000
 0.05287000000,-0.96000,-0.74000
 0.05288000000,-0.96000,-0.74000
 0.05289000000,-0.96000,-0.74000
 0.05290000000,-0.96000,-0.74000
 0.05291000000,-0.92000,-0.78000
 0.05292000000,-0.96000,-0.70000
 0.05293000000,-0.92000,-0.78000
 0.05294000000,-0.92000,-0.70000
 0.05295000000,-0.92000,-0.74000
 0.05296000000,-0.92000,-0.74000
 0.05297000000,-0.96000,-0.74000
 0.05298000000,-0.92000,-0.70000
 0.05299000000,-0.92000,-0.70000
 0.05300000000,-0.92000,-0.70000
 0.05301000000,-0.92000,-0.70000
 0.05302000000,-0.92000,-0.74000
 0.05303000000,-0.92000,-0.70000
 0.05304000000,-0.92000,-0.74000
 0.05305000000,-0.92000,-0.70000
 0.05306000000,-0.92000,-0.66000
 0.05307000000,-0.92000,-0.66000
 0.05308000000,-0.88000,-0.70000
 0.05309000000,-0.92000,-0.66000
 0.05310000000,-0.88000,-0.66000
 0.05311000000,-0.92000,-0.70000
 0.05312000000,-0.92000,-0.70000
 0.05313000000,-0.92000,-0.70000
 0.05314000000,-0.88000,-0.70000
 0.05315000000,-0.92000,-0.66000
 0.05316000000,-0.88000,-0.70000
 0.05317000000,-0.88000,-0.70000
 0.05318000000,-0.88000,-0.62000
 0.05319000000,-0.88000,-0.62000
 0.05320000000,-0.88000,-0.62000
 0.05321000000,-0.92000,-0.62000
 0.05322000000,-0.88000,-0.62000
 0.05323000000,-0.92000,-0.62000
 0.05324000000,-0.88000,-0.66000
 0.05325000000,-0.84000,-0.62000
 0.05326000000,-0.84000,-0.62000
 0.05327000000,-0.84000,-0.66000
 0.05328000000,-0.84000,-0.62000
 0.05329000000,-0.84000,-0.66000
 0.05330000000,-0.84000,-0.62000
 0.05331000000,-0.84000,-0.66000
 0.05332000000,-0.88000,-0.62000
 0.05333000000,-0.84000,-0.62000
 0.05334000000,-0.80000,-0.62000
 0.05335000000,-0.80000,-0.62000
 0.05336000000,-0.80000,-0.62000
 0.05337000000,-0.80000,-0.58000
 0.05338000000,-0.80000,-0.58000
 0.05339000000,-0.80000,-0.58000
 0.05340000000,-0.80000,-0.58000
 0.05341000000,-0.80000,-0.58000
 0.05342000000,-0.80000,-0.62000
 0.05343000000,-0.80000,-0.62000
 0.05344000000,-0.76000,-0.58000
 0.05345000000,-0.76000,-0.58000
 0.05346000000,-0.76000,-0.58000
 0.05347000000,-0.76000,-0.58000
 0.05348000000,-0.76000,-0.54000
 0.05349000000,-0.76000,-0.54000
 0.05350000000,-0.76000,-0.54000
 0.05351000000,-0.72000,-0.54000
 0.05352000000,-0.72000,-0.54000
 0.05353000000,-0.72000,-0.58000
 0.05354000000,-0.72000,-0.54000
 0.05355000000,-0.72000,-0.58000
 0.05356000000,-0.72000,-0.58000
 0.05357000000,-0.72000,-0.54000
 0.05358000000,-0.68000,-0.54000
 0.05359000000,-0.68000,-0.50000
 0.05360000000,-0.68000,-0.54000
 0.05361000000,-0.68000,-0.50000
 0.05362000000,-0.68000,-0.50000
 0.05363000000,-0.68000,-0.54000
 0.05364000000,-0.68000,-0.50000
 0.05365000000,-0.64000,-0.50000
 0.05366000000,-0.64000,-0.50000
 0.05367000000,-0.64000,-0.50000
 0.05368000000,-0.64000,-0.50000
 0.05369000000,-0.64000,-0.50000
 0.05370000000,-0.64000,-0.54000
 0.05371000000,-0.64000,-0.46000
 0.05372000000,-0.60000,-0.46000
 0.05373000000,-0.60000,-0.50000
 0.05374000000,-0.60000,-0.50000
 0.05375000000,-0.60000,-0.50000
 0.05376000000,-0.60000,-0.50000
 0.05377000000,-0.56000,-0.46000
 0.05378000000,-0.56000,-0.46000
 0.05379000000,-0.56000,-0.46000
 0.05380000000,-0.56000,-0.46000
 0.05381000000,-0.56000,-0.46000
 0.05382000000,-0.56000,-0.46000
 0.05383000000,-0.56000,-0.46000
 0.05384000000,-0.56000,-0.42000
 0.05385000000,-0.52000,-0.46000
 0.05386000000,-0.52000,-0.46000
 0.05387000000,-0.52000,-0.42000
 0.05388000000,-0.52000,-0.42000
 0.05389000000,-0.52000,-0.42000
 0.05390000000,-0.52000,-0.42000
 0.05391000000,-0.48000,-0.46000
 0.05392000000,-0.48000,-0.42000
 0.05393000000,-0.48000,-0.42000
 0.05394000000,-0.48000,-0.42000
 0.05395000000,-0.48000,-0.46000
 0.05396000000,-0.48000,-0.42000
 0.05397000000,-0.48000,-0.38000
 0.05398000000,-0.44000,-0.38000
 0.05399000000,-0.44000,-0.38000
 0.05400000000,-0.44000,-0.38000
 0.05401000000,-0.44000,-0.38000
 0.05402000000,-0.44000,-0.38000
 0.05403000000,-0.44000,-0.42000
 0.05404000000,-0.40000,-0.42000
 0.05405000000,-0.40000,-0.38000
 0.05406000000,-0.40000,-0.38000
 0.05407000000,-0.40000,-0.38000
 0.05408000000,-0.40000,-0.38000
 0.05409000000,-0.40000,-0.38000
 0.05410000000,-0.36000,-0.38000
 0.05411000000,-0.36000,-0.34000
 0.05412000000,-0.36000,-0.34000
 0.05413000000,-0.36000,-0.34000
 0.05414000000,-0.36000,-0.34000
 0.05415000000,-0.36000,-0.34000
 0.05416000000,-0.36000,-0.34000
 0.05417000000,-0.36000,-0.34000
 0.05418000000,-0.32000,-0.34000
 0.05419000000,-0.32000,-0.38000
 0.05420000000,-0.32000,-0.34000
 0.05421000000,-0.32000,-0.34000
 0.05422000000,-0.32000,-0.34000
 0.05423000000,-0.32000,-0.34000
 0.05424000000,-0.32000,-0.34000
 0.05425000000,-0.32000,-0.34000
 0.05426000000,-0.28000,-0.34000
 0.05427000000,-0.28000,-0.34000
 0.05428000000,-0.28000,-0.34000
 0.05429000000,-0.28000,-0.30000
 0.05430000000,-0.28000,-0.30000
 0.05431000000,-0.28000,-0.34000
 0.05432000000,-0.28000,-0.30000
 0.05433000000,-0.24000,-0.34000
 0.05434000000,-0.24000,-0.30000
 0.05435000000,-0.24000,-0.26000
 0.05436000000,-0.24000,-0.26000
 0.05437000000,-0.24000,-0.26000
 0.05438000000,-0.24000,-0.26000
 0.05439000000,-0.24000,-0.26000
 0.05440000000,-0.24000,-0.26000
 0.05441000000,-0.24000,-0.26000
 0.05442000000,-0.20000,-0.26000
 0.05443000000,-0.20000,-0.30000
 0.05444000000,-0.20000,-0.26000
 0.05445000000,-0.20000,-0.26000
 0.05446000000,-0.20000,-0.26000
 0.05447000000,-0.20000,-0.26000
 0.05448000000,-0.20000,-0.26000
 0.05449000000,-0.20000,-0.26000
 0.05450000000,-0.20000,-0.22000
 0.05451000000,-0.16000,-0.26000
 0.05452000000,-0.20000,-0.22000
 0.05453000000,-0.20000,-0.22000
 0.05454000000,-0.16000,-0.22000
 0.05455000000,-0.16000,-0.26000
 0.05456000000,-0.16000,-0.26000
 0.05457000000,-0.16000,-0.22000
 0.05458000000,-0.16000,-0.22000
 0.05459000000,-0.16000,-0.22000
 0.05460000000,-0.16000,-0.22000
 0.05461000000,-0.16000,-0.22000
 0.05462000000,-0.16000,-0.18000
 0.05463000000,-0.16000,-0.18000
 0.05464000000,-0.16000,-0.18000
 0.05465000000,-0.16000,-0.18000
 0.05466000000,-0.12000,-0.22000
 0.05467000000,-0.16000,-0.18000
 0.05468000000,-0.16000,-0.18000
 0.05469000000,-0.12000,-0.18000
 0.05470000000,-0.12000,-0.18000
 0.05471000000,-0.12000,-0.18000
 0.05472000000,-0.12000,-0.18000
 0.05473000000,-0.12000,-0.18000
 0.05474000000,-0.12000,-0.18000
 0.05475000000,-0.12000,-0.14000
 0.05476000000,-0.08000,-0.14000
 0.05477000000,-0.12000,-0.14000
 0.05478000000,-0.12000,-0.14000
 0.05479000000,-0.12000,-0.14000
 0.05480000000,-0.12000,-0.14000
 0.05481000000,-0.12000,-0.18000
 0.05482000000,-0.12000,-0.14000
 0.05483000000,-0.12000,-0.14000
 0.05484000000,-0.12000,-0.14000
 0.05485000000,-0.12000,-0.14000
 0.05486000000,-0.12000,-0.14000
 0.05487000000,-0.12000,-0.18000
 0.05488000000,-0.12000,-0.10000
 0.05489000000,-0.12000,-0.10000
 0.05490000000,-0.12000,-0.10000
 0.05491000000,-0.12000,-0.10000
 0.05492000000,-0.12000,-0.14000
 0.05493000000,-0.08000,-0.10000
 0.05494000000,-0.12000,-0.10000
 0.05495000000,-0.08000,-0.14000
 0.05496000000,-0.12000,-0.10000
 0.05497000000,-0.08000,-0.10000
 0.05498000000,-0.08000,-0.10000
 0.05499000000,-0.08000,-0.10000
 0.05500000000,-0.12000,-0.10000
 0.05501000000,-0.08000,-0.06000
 0.05502000000,-0.08000,-0.06000
 0.05503000000,-0.08000,-0.06000
 0.05504000000,-0.04000,-0.06000
 0.05505000000,-0.08000,-0.06000
 0.05506000000,-0.08000,-0.06000
 0.05507000000,-0.04000,-0.06000
 0.05508000000,-0.08000,-0.06000
 0.05509000000,-0.04000,-0.06000
 0.05510000000,-0.08000,-0.06000
 0.05511000000,-0.04000,-0.06000
 0.05512000000,-0.08000,-0.06000
 0.05513000000,-0.08000,-0.02000
 0.05514000000,-0.08000,-0.02000
 0.05515000000,-0.04000,-0.02000
 0.05516000000,-0.04000,-0.02000
 0.05517000000,-0.08000,-0.02000
 0.05518000000,-0.08000,-0.02000
 0.05519000000,-0.08000,-0.02000
 0.05520000000,-0.08000,-0.02000
 0.05521000000,-0.08000,-0.02000
 0.05522000000,-0.08000,-0.06000
 0.05523000000,-0.08000,-0.02000
 0.05524000000,-0.08000,-0.06000
 0.05525000000,-0.08000,-0.02000
 0.05526000000,-0.08000,-0.02000
 0.05527000000,-0.08000,-0.02000
 0.05528000000,-0.08000,-0.02000
 0.05529000000,-0.08000,0.02000
 0.05530000000,-0.08000,0.02000
 0.05531000000,-0.08000,0.02000
 0.05532000000,-0.04000,0.02000
 0.05533000000,-0.08000,0.02000
 0.05534000000,-0.08000,0.02000
 0.05535000000,-0.08000,0.02000
 0.05536000000,-0.08000,0.02000
 0.05537000000,-0.08000,0.02000
 0.05538000000,-0.04000,0.02000
 0.05539000000,-0.08000,0.02000
 0.05540000000,-0.08000,0.02000
 0.05541000000,-0.04000,0.06000
 0.05542000000,-0.04000,0.02000
 0.05543000000,-0.08000,0.06000
 0.05544000000,-0.08000,0.06000
 0.05545000000,-0.08000,0.06000
 0.05546000000,-0.04000,0.06000
 0.05547000000,-0.04000,0.06000
 0.05548000000,-0.04000,0.06000
 0.05549000000,-0.04000,0.06000
 0.05550000000,-0.04000,0.06000
 0.05551000000,-0.08000,0.06000
 0.05552000000,-0.08000,0.06000
 0.05553000000,-0.08000,0.06000
 0.05554000000,-0.04000,0.06000
 0.05555000000,-0.04000,0.10000
 0.05556000000,-0.04000,0.10000
 0.05557000000,-0.04000,0.10000
 0.05558000000,-0.04000,0.10000
 0.05559000000,-0.04000,0.06000
 0.05560000000,-0.08000,0.10000
 0.05561000000,-0.04000,0.10000
 0.05562000000,-0.08000,0.06000
 0.05563000000,-0.04000,0.10000
 0.05564000000,0.00,0.10000
 0.05565000000,0.00,0.10000
 0.05566000000,-0.04000,0.14000
 0.05567000000,-0.04000,0.10000
 0.05568000000,0.00,0.14000
 0.05569000000,-0.04000,0.14000
 0.05570000000,-0.04000,0.14000
 0.05571000000,-0.04000,0.10000
 0.05572000000,-0.04000,0.14000
 0.05573000000,-0.04000,0.14000
 0.05574000000,-0.04000,0.14000
 0.05575000000,0.00,0.14000
 0.05576000000,-0.04000,0.10000
 0.05577000000,-0.04000,0.14000
 0.05578000000,-0.04000,0.14000
 0.05579000000,-0.04000,0.10000
 0.05580000000,-0.04000,0.18000
 0.05581000000,-0.04000,0.18000
 0.05582000000,-0.04000,0.18000
 0.05583000000,-0.04000,0.18000
 0.05584000000,-0.04000,0.18000
 0.05585000000,-0.04000,0.18000
 0.05586000000,0.00,0.18000
 0.05587000000,-0.04000,0.18000
 0.05588000000,-0.04000,0.18000
 0.05589000000,0.00,0.18000
 0.05590000000,0.00,0.14000
 0.05591000000,0.00,0.14000
 0.05592000000,0.00,0.14000
 0.05593000000,0.00,0.22000
 0.05594000000,0.00,0.22000
 0.05595000000,0.00,0.22000
 0.05596000000,0.00,0.22000
 0.05597000000,0.00,0.22000
 0.05598000000,0.00,0.18000
 0.05599000000,0.00,0.22000
 0.05600000000,0.04000,0.22000
 0.05601000000,0.04000,0.18000
 0.05602000000,0.08000,0.22000
 0.05603000000,0.04000,0.22000
 0.05604000000,0.04000,0.22000
 0.05605000000,0.04000,0.22000
 0.05606000000,0.04000,0.18000
 0.05607000000,0.04000,0.26000
 0.05608000000,0.04000,0.22000
 0.05609000000,0.04000,0.22000
 0.05610000000,0.08000,0.26000
 0.05611000000,0.08000,0.26000
 0.05612000000,0.12000,0.26000
 0.05613000000,0.08000,0.26000
 0.05614000000,0.08000,0.26000
 0.05615000000,0.08000,0.22000
 0.05616000000,0.08000,0.26000
 0.05617000000,0.12000,0.26000
 0.05618000000,0.12000,0.26000
 0.05619000000,0.12000,0.26000
 0.05620000000,0.12000,0.30000
 0.05621000000,0.12000,0.30000
 0.05622000000,0.12000,0.30000
 0.05623000000,0.12000,0.30000
 0.05624000000,0.12000,0.30000
 0.05625000000,0.16000,0.30000
 0.05626000000,0.16000,0.30000
 0.05627000000,0.16000,0.30000
 0.05628000000,0.16000,0.30000
 0.05629000000,0.16000,0.30000
 0.05630000000,0.16000,0.30000
 0.05631000000,0.16000,0.30000
 0.05632000000,0.16000,0.30000
 0.05633000000,0.16000,0.34000
 0.05634000000,0.20000,0.34000
 0.05635000000,0.20000,0.34000
 0.05636000000,0.20000,0.34000
 0.05637000000,0.20000,0.34000
 0.05638000000,0.20000,0.34000
 0.05639000000,0.20000,0.34000
 0.05640000000,0.28000,0.34000
 0.05641000000,0.28000,0.34000
 0.05642000000,0.24000,0.34000
 0.05643000000,0.24000,0.34000
 0.05644000000,0.24000,0.34000
 0.05645000000,0.24000,0.34000
 0.05646000000,0.24000,0.38000
 0.05647000000,0.28000,0.38000
 0.05648000000,0.28000,0.38000
 0.05649000000,0.28000,0.38000
 0.05650000000,0.32000,0.38000
 0.05651000000,0.28000,0.38000
 0.05652000000,0.32000,0.38000
 0.05653000000,0.28000,0.38000
 0.05654000000,0.32000,0.38000
 0.05655000000,0.32000,0.38000
 0.05656000000,0.32000,0.38000
 0.05657000000,0.36000,0.38000
 0.05658000000,0.32000,0.38000
 0.05659000000,0.32000,0.42000
 0.05660000000,0.36000,0.38000
 0.05661000000,0.36000,0.42000
 0.05662000000,0.36000,0.42000
 0.05663000000,0.36000,0.42000
 0.05664000000,0.36000,0.42000
 0.05665000000,0.36000,0.42000
 0.05666000000,0.36000,0.42000
 0.05667000000,0.44000,0.42000
 0.05668000000,0.44000,0.42000
 0.05669000000,0.40000,0.42000
 0.05670000000,0.40000,0.42000
 0.05671000000,0.40000,0.42000
 0.05672000000,0.40000,0.46000
 0.05673000000,0.44000,0.42000
 0.05674000000,0.48000,0.46000
 0.05675000000,0.44000,0.46000
 0.05676000000,0.44000,0.46000
 0.05677000000,0.44000,0.46000
 0.05678000000,0.44000,0.46000
 0.05679000000,0.48000,0.46000
 0.05680000000,0.48000,0.46000
 0.05681000000,0.48000,0.46000
 0.05682000000,0.48000,0.46000
 0.05683000000,0.48000,0.46000
 0.05684000000,0.48000,0.46000
 0.05685000000,0.52000,0.46000
 0.05686000000,0.52000,0.46000
 0.05687000000,0.52000,0.50000
 0.05688000000,0.52000,0.50000
 0.05689000000,0.52000,0.50000
 0.05690000000,0.52000,0.50000
 0.05691000000,0.52000,0.50000
 0.05692000000,0.56000,0.50000
 0.05693000000,0.56000,0.50000
 0.05694000000,0.56000,0.50000
 0.05695000000,0.56000,0.50000
 0.05696000000,0.56000,0.50000
 0.05697000000,0.56000,0.50000
 0.05698000000,0.56000,0.50000
 0.05699000000,0.60000,0.50000
 0.05700000000,0.60000,0.54000
 0.05701000000,0.60000,0.54000
 0.05702000000,0.60000,0.54000
 0.05703000000,0.60000,0.54000
 0.05704000000,0.64000,0.54000
 0.05705000000,0.60000,0.54000
 0.05706000000,0.64000,0.54000
 0.05707000000,0.64000,0.54000
 0.05708000000,0.64000,0.54000
 0.05709000000,0.64000,0.54000
 0.05710000000,0.64000,0.54000
 0.05711000000,0.64000,0.54000
 0.05712000000,0.68000,0.58000
 0.05713000000,0.64000,0.58000
 0.05714000000,0.68000,0.58000
 0.05715000000,0.72000,0.58000
 0.05716000000,0.72000,0.58000
 0.05717000000,0.68000,0.58000
 0.05718000000,0.72000,0.58000
 0.05719000000,0.68000,0.58000
 0.05720000000,0.68000,0.58000
 0.05721000000,0.68000,0.58000
 0.05722000000,0.68000,0.58000
 0.05723000000,0.72000,0.58000
 0.05724000000,0.72000,0.58000
 0.05725000000,0.76000,0.62000
 0.05726000000,0.72000,0.62000
 0.05727000000,0.72000,0.62000
 0.05728000000,0.76000,0.62000
 0.05729000000,0.76000,0.62000
 0.05730000000,0.72000,0.62000
 0.05731000000,0.72000,0.62000
 0.05732000000,0.76000,0.62000
 0.05733000000,0.72000,0.62000
 0.05734000000,0.76000,0.66000
 0.05735000000,0.76000,0.62000
 0.05736000000,0.76000,0.62000
 0.05737000000,0.76000,0.66000
 0.05738000000,0.76000,0.66000
 0.05739000000,0.76000,0.62000
 0.05740000000,0.76000,0.66000
 0.05741000000,0.76000,0.66000
 0.05742000000,0.76000,0.66000
 0.05743000000,0.76000,0.66000
 0.05744000000,0.80000,0.66000
 0.05745000000,0.80000,0.66000
 0.05746000000,0.80000,0.70000
 0.05747000000,0.80000,0.66000
 0.05748000000,0.84000,0.66000
 0.05749000000,0.84000,0.66000
 0.05750000000,0.80000,0.66000
 0.05751000000,0.80000,0.70000
 0.05752000000,0.80000,0.70000
 0.05753000000,0.80000,0.70000
 0.05754000000,0.80000,0.70000
 0.05755000000,0.80000,0.70000
 0.05756000000,0.80000,0.70000
 0.05757000000,0.80000,0.70000
 0.05758000000,0.80000,0.70000
 0.05759000000,0.80000,0.70000
 0.05760000000,0.84000,0.74000
 0.05761000000,0.84000,0.70000
 0.05762000000,0.84000,0.70000
 0.05763000000,0.84000,0.70000
 0.05764000000,0.84000,0.70000
 0.05765000000,0.84000,0.78000
 0.05766000000,0.84000,0.74000
 0.05767000000,0.84000,0.78000
 0.05768000000,0.88000,0.74000
 0.05769000000,0.84000,0.74000
 0.05770000000,0.84000,0.74000
 0.05771000000,0.84000,0.74000
 0.05772000000,0.88000,0.74000
 0.05773000000,0.84000,0.74000
 0.05774000000,0.84000,0.74000
 0.05775000000,0.84000,0.74000
 0.05776000000,0.84000,0.74000
 0.05777000000,0.84000,0.78000
 0.05778000000,0.84000,0.78000
 0.05779000000,0.84000,0.78000
 0.05780000000,0.84000,0.78000
 0.05781000000,0.84000,0.82000
 0.05782000000,0.84000,0.82000
 0.05783000000,0.88000,0.78000
 0.05784000000,0.84000,0.78000
 0.05785000000,0.84000,0.78000
 0.05786000000,0.84000,0.78000
 0.05787000000,0.84000,0.82000
 0.05788000000,0.84000,0.78000
 0.05789000000,0.88000,0.82000
 0.05790000000,0.84000,0.82000
 0.05791000000,0.84000,0.78000
 0.05792000000,0.84000,0.82000
 0.05793000000,0.84000,0.82000
 0.05794000000,0.84000,0.82000
 0.05795000000,0.84000,0.82000
 0.05796000000,0.84000,0.82000
 0.05797000000,0.88000,0.82000
 0.05798000000,0.84000,0.82000
 0.05799000000,0.84000,0.82000
 0.05800000000,0.84000,0.82000
 0.05801000000,0.84000,0.82000
 0.05802000000,0.88000,0.86000
 0.05803000000,0.84000,0.86000
 0.05804000000,0.88000,0.90000
 0.05805000000,0.84000,0.86000
 0.05806000000,0.84000,0.86000
 0.05807000000,0.88000,0.86000
 0.05808000000,0.84000,0.90000
 0.05809000000,0.84000,0.86000
 0.05810000000,0.84000,0.86000
 0.05811000000,0.84000,0.86000
 0.05812000000,0.84000,0.86000
 0.05813000000,0.88000,0.86000
 0.05814000000,0.84000,0.90000
 0.05815000000,0.84000,0.90000
 0.05816000000,0.84000,0.90000
 0.05817000000,0.88000,0.86000
 0.05818000000,0.84000,0.90000
 0.05819000000,0.88000,0.90000
 0.05820000000,0.84000,0.90000
 0.05821000000,0.84000,0.90000
 0.05822000000,0.84000,0.90000
 0.05823000000,0.84000,0.94000
 0.05824000000,0.84000,0.90000
 0.05825000000,0.88000,0.90000
 0.05826000000,0.84000,0.90000
 0.05827000000,0.84000,0.90000
 0.05828000000,0.88000,0.90000
 0.05829000000,0.84000,0.90000
 0.05830000000,0.84000,0.94000
 0.05831000000,0.88000,0.90000
 0.05832000000,0.88000,0.94000
 0.05833000000,0.84000,0.94000
 0.05834000000,0.84000,0.94000
 0.05835000000,0.88000,0.94000
 0.05836000000,0.88000,0.94000
 0.05837000000,0.84000,0.94000
 0.05838000000,0.88000,0.94000
 0.05839000000,0.88000,0.94000
