X,Y
-258,1.3599999999999999
-258,1.3599999999999999
-258,1.3599999999999999
-258,1.44
-258,1.44
-258,1.52
-258,1.52
-258,1.52
-258,1.52
-258,1.6
-258,1.6
-258,1.52
-258,1.52
-258,1.52
-258,1.52
-258,1.6
-258,1.6
-258,1.6
-258,1.68
-258,1.68
-258,1.76
-258,1.76
-258,1.76
-258,1.8399999999999999
-258,1.8399999999999999
-258,1.92
-262,1.92
-258,1.92
-258,1.92
-262,1.92
-262,2
-262,2
-262,2
-262,2
-262,2
-262,2
-262,2
-262,2.08
-262,2.08
-262,2.08
-262,2.16
-262,2.16
-262,2.16
-262,2.2399999999999998
-262,2.2399999999999998
-262,2.2399999999999998
-262,2.2399999999999998
-262,2.2399999999999998
-262,2.2399999999999998
-262,2.32
-262,2.32
-262,2.2399999999999998
-262,2.32
-262,2.32
-262,2.32
-262,2.32
-262,2.4
-262,2.4
-266,2.48
-266,2.56
-266,2.56
-266,2.48
-266,2.48
-266,2.56
-266,2.56
-266,2.56
-266,2.56
-266,2.56
-266,2.56
-266,2.64
-266,2.64
-266,2.64
-266,2.64
-266,2.64
-266,2.64
-266,2.64
-266,2.7199999999999998
-266,2.7199999999999998
-266,2.7199999999999998
-266,2.8000000000000003
-266,2.8000000000000003
-266,2.8000000000000003
-266,2.8000000000000003
-270,2.88
-266,2.88
-266,2.88
-266,2.88
-266,2.88
-270,2.88
-266,2.88
-266,2.96
-270,2.96
-270,2.96
-270,2.96
-270,3.04
-270,2.96
-270,3.04
-270,3.04
-270,3.04
-270,3.04
-270,3.04
-270,3.04
-270,3.04
-270,3.04
-270,3.04
-270,3.04
-274,3.1199999999999997
-270,3.1199999999999997
-274,3.1199999999999997
-270,3.1199999999999997
-274,3.1199999999999997
-270,3.1199999999999997
-270,3.1199999999999997
-270,3.1199999999999997
-270,3.1199999999999997
-270,3.1199999999999997
-270,3.2
-270,3.2
-270,3.2
-274,3.1199999999999997
-274,3.2
-270,3.2
-274,3.2
-274,3.2
-274,3.2
-274,3.2
-274,3.2800000000000002
-278,3.2800000000000002
-278,3.2
-274,3.2800000000000002
-274,3.2800000000000002
-274,3.2800000000000002
-278,3.2800000000000002
-274,3.2800000000000002
-274,3.2800000000000002
-274,3.2800000000000002
-274,3.2800000000000002
-274,3.2800000000000002
-274,3.2800000000000002
-274,3.2800000000000002
-274,3.2
-274,3.2800000000000002
-274,3.2
-274,3.2
-274,3.2
-274,3.2800000000000002
-274,3.2
-274,3.2
-274,3.2
-274,3.2800000000000002
-274,3.2800000000000002
-274,3.2800000000000002
-278,3.2800000000000002
-278,3.2800000000000002
-278,3.2800000000000002
-278,3.2800000000000002
-278,3.2800000000000002
-278,3.2800000000000002
-278,3.2800000000000002
-278,3.2
-278,3.2
-278,3.2800000000000002
-278,3.2
-278,3.2800000000000002
-278,3.2800000000000002
-278,3.2
-278,3.2
-278,3.2
-278,3.2
-278,3.2
-278,3.2
-278,3.2
-278,3.2
-278,3.2
-278,3.2
-278,3.1199999999999997
-282,3.2
-278,3.1199999999999997
-278,3.1199999999999997
-278,3.1199999999999997
-278,3.1199999999999997
-278,3.1199999999999997
-278,3.1199999999999997
-278,3.1199999999999997
-278,3.1199999999999997
-282,3.1199999999999997
-278,3.1199999999999997
-282,3.1199999999999997
-282,3.1199999999999997
-282,3.04
-282,3.1199999999999997
-282,3.04
-282,3.04
-282,2.96
-282,3.04
-282,3.04
-282,2.96
-282,2.96
-282,2.96
-286,2.96
-282,2.96
-286,2.96
-282,2.96
-282,2.96
-282,2.88
-282,2.88
-282,2.88
-282,2.88
-282,2.88
-282,2.8000000000000003
-282,2.8000000000000003
-282,2.8000000000000003
-282,2.7199999999999998
-282,2.7199999999999998
-282,2.7199999999999998
-282,2.7199999999999998
-282,2.7199999999999998
-286,2.7199999999999998
-282,2.7199999999999998
-286,2.7199999999999998
-286,2.64
-286,2.64
-286,2.64
-286,2.56
-286,2.64
-286,2.56
-286,2.56
-286,2.56
-286,2.48
-286,2.48
-286,2.4
-286,2.4
-286,2.4
-286,2.32
-286,2.32
-286,2.32
-286,2.32
-286,2.32
-286,2.32
-286,2.32
-286,2.32
-286,2.2399999999999998
-286,2.2399999999999998
-286,2.2399999999999998
-290,2.2399999999999998
-286,2.16
-286,2.16
-290,2.08
-286,2.08
-286,2.08
-286,2.08
-290,2
-286,2
-290,2
-290,1.92
-290,1.92
-290,1.92
-294,1.8399999999999999
-290,1.8399999999999999
-290,1.8399999999999999
-290,1.8399999999999999
-290,1.76
-290,1.76
-290,1.76
-290,1.68
-290,1.68
-290,1.68
-290,1.68
-294,1.6
-290,1.6
-290,1.52
-290,1.52
-290,1.52
-290,1.52
-290,1.44
-290,1.44
-290,1.44
-290,1.44
-294,1.44
-290,1.3599999999999999
-290,1.3599999999999999
-290,1.3599999999999999
-290,1.28
-290,1.28
-294,1.2
-290,1.2
-294,1.1199999999999999
-294,1.1199999999999999
-294,1.1199999999999999
-294,1.1199999999999999
-298,1.1199999999999999
-294,1.04
-294,1.04
-294,1.04
-294,1.04
-294,0.96
-294,0.96
-294,0.88
-294,0.88
-294,0.88
-298,0.8
-294,0.72
-294,0.72
-294,0.72
-294,0.64
-294,0.64
-294,0.64
-294,0.5599999999999999
-294,0.5599999999999999
-294,0.5599999999999999
-294,0.5599999999999999
-294,0.5599999999999999
-294,0.5599999999999999
-294,0.48
-294,0.48
-298,0.4
-298,0.4
-294,0.32
-298,0.32
-298,0.32
-298,0.24
-298,0.24
-298,0.24
-298,0.24
-298,0.16
-298,0.16
-298,0.16
-298,0.08
-298,0.08
-298,0.08
-298,0.08
-298,0
-298,0
-302,-0.08
-298,-0.08
-298,-0.08
-298,-0.08
-298,-0.16
-298,-0.16
-298,-0.24
-298,-0.24
-298,-0.24
-298,-0.32
-298,-0.32
-298,-0.32
-298,-0.32
-298,-0.4
-298,-0.4
-298,-0.48
-298,-0.48
-298,-0.56
-298,-0.56
-302,-0.56
-302,-0.64
-302,-0.64
-302,-0.72
-302,-0.72
-302,-0.72
-302,-0.72
-302,-0.8
-302,-0.8
-302,-0.88
-302,-0.88
-302,-0.88
-302,-0.88
-302,-0.88
-302,-0.88
-302,-0.96
-306,-0.96
-306,-1.04
-302,-1.04
-302,-1.12
-302,-1.12
-302,-1.12
-302,-1.12
-306,-1.2
-302,-1.2
-302,-1.2
-302,-1.2
-302,-1.2
-306,-1.2
-302,-1.28
-302,-1.36
-306,-1.36
-306,-1.36
-306,-1.44
-306,-1.44
-306,-1.44
-306,-1.44
-310,-1.44
-306,-1.52
-306,-1.52
-306,-1.6
-306,-1.6
-306,-1.6
-306,-1.68
-306,-1.6
-306,-1.68
-310,-1.68
-310,-1.68
-306,-1.68
-306,-1.76
-306,-1.76
-310,-1.76
-306,-1.76
-306,-1.84
-310,-1.84
-306,-1.92
-306,-1.92
-306,-1.92
-306,-1.92
-306,-2
-310,-2
-306,-2
-306,-2
-306,-2
-310,-2
-310,-2
-310,-2.08
-314,-2.08
-310,-2.08
-310,-2.16
-310,-2.16
-314,-2.16
-314,-2.16
-314,-2.24
-310,-2.24
-310,-2.24
-310,-2.32
-314,-2.32
-310,-2.32
-310,-2.32
-310,-2.32
-314,-2.32
-310,-2.4
-310,-2.48
-310,-2.4
-310,-2.4
-310,-2.48
-310,-2.4
-310,-2.4
-314,-2.4
-314,-2.48
-310,-2.4
-310,-2.48
-310,-2.48
-310,-2.56
-314,-2.48
-310,-2.48
-310,-2.48
-314,-2.48
-314,-2.56
-314,-2.56
-314,-2.56
-314,-2.56
-314,-2.56
-318,-2.64
-314,-2.64
-318,-2.64
-318,-2.64
-314,-2.64
-318,-2.64
-318,-2.64
-314,-2.64
-314,-2.72
-314,-2.72
-314,-2.72
-314,-2.64
-314,-2.72
-318,-2.72
-318,-2.72
-314,-2.72
-314,-2.72
-314,-2.72
-314,-2.8
-314,-2.8
-318,-2.8
-314,-2.8
-314,-2.8
-314,-2.8
-314,-2.8
-314,-2.8
-314,-2.8
-318,-2.8
-318,-2.8
-318,-2.8
-318,-2.8
-322,-2.8
-322,-2.8
-322,-2.8
-318,-2.8
-322,-2.8
-318,-2.8
-318,-2.8
-318,-2.8
-322,-2.88
-322,-2.88
-318,-2.88
-322,-2.88
-318,-2.88
-322,-2.88
-318,-2.88
-318,-2.88
-322,-2.88
-318,-2.8
-318,-2.88
-318,-2.88
-322,-2.96
-318,-2.88
-318,-2.88
-322,-2.88
-318,-2.88
-318,-2.88
-318,-2.88
-318,-2.88
-318,-2.88
-318,-2.88
-322,-2.88
-322,-2.88
-322,-2.88
-322,-2.8
-322,-2.8
-322,-2.8
-322,-2.8
-322,-2.72
-322,-2.8
-322,-2.8
-322,-2.8
-326,-2.8
-322,-2.8
-322,-2.8
-322,-2.8
-322,-2.8
-322,-2.8
-326,-2.72
-322,-2.72
-322,-2.72
-322,-2.72
-322,-2.64
-322,-2.64
-322,-2.72
-322,-2.64
-322,-2.64
-322,-2.64
-322,-2.64
-326,-2.64
-326,-2.64
-326,-2.72
-326,-2.64
-322,-2.64
-326,-2.56
-326,-2.64
-326,-2.64
-326,-2.64
-326,-2.56
-326,-2.64
-326,-2.56
-330,-2.56
-326,-2.48
-326,-2.56
-326,-2.56
-326,-2.48
-330,-2.48
-326,-2.48
-330,-2.4
-326,-2.48
-330,-2.48
-326,-2.48
-326,-2.48
-330,-2.4
-326,-2.4
-326,-2.4
-326,-2.4
-326,-2.4
-326,-2.4
-326,-2.32
-326,-2.32
-330,-2.32
-330,-2.32
-326,-2.24
-326,-2.24
-326,-2.24
-330,-2.24
-326,-2.24
-330,-2.24
-330,-2.16
-330,-2.16
-334,-2.16
-330,-2.16
-330,-2.16
-334,-2.16
-330,-2.16
-330,-2.08
-334,-2.16
-334,-2.08
-334,-2.08
-334,-2.08
-334,-2.08
-330,-2
-330,-2
-330,-2
-330,-2
-330,-1.92
-330,-1.92
-334,-1.92
-330,-1.84
-330,-1.84
-330,-1.84
-334,-1.84
-330,-1.76
-334,-1.76
-334,-1.76
-330,-1.68
-334,-1.68
-334,-1.68
-334,-1.68
-334,-1.68
-330,-1.68
-334,-1.68
-334,-1.68
-334,-1.6
-334,-1.6
-334,-1.52
-338,-1.52
-334,-1.52
-334,-1.52
-334,-1.44
-334,-1.44
-338,-1.36
-338,-1.36
-338,-1.36
-334,-1.36
-334,-1.28
-334,-1.28
-334,-1.28
-334,-1.28
-334,-1.28
-338,-1.28
-334,-1.28
-334,-1.36
-334,-1.36
-334,-1.36
-334,-1.36
-334,-1.36
-338,-1.28
-334,-1.28
-334,-1.28
-338,-1.28
-334,-1.28
-338,-1.28
-334,-1.36
-334,-1.36
-334,-1.36
-330,-1.44
-330,-1.52
-330,-1.44
-330,-1.44
-330,-1.52
-334,-1.52
-330,-1.6
-334,-1.6
-330,-1.6
-330,-1.6
-334,-1.68
-330,-1.68
-330,-1.68
-330,-1.68
-330,-1.76
-330,-1.76
-330,-1.76
-330,-1.84
-330,-1.84
-330,-1.84
-330,-1.92
-334,-1.92
-330,-1.92
-330,-1.92
-330,-1.92
-330,-1.92
-330,-1.92
-330,-1.92
-330,-2
-326,-2
-326,-2
-326,-2
-330,-2.08
-330,-2.08
-326,-2.08
-326,-2.16
-326,-2.16
-326,-2.16
-326,-2.24
-326,-2.24
-326,-2.24
-330,-2.24
-326,-2.24
-326,-2.24
-326,-2.32
-330,-2.32
-326,-2.32
-326,-2.32
-326,-2.32
-326,-2.32
-326,-2.4
-326,-2.4
-326,-2.4
-326,-2.4
-326,-2.4
-326,-2.4
-322,-2.48
-322,-2.48
-322,-2.48
-322,-2.48
-326,-2.48
-322,-2.48
-322,-2.48
-322,-2.48
-322,-2.48
-322,-2.56
-322,-2.56
-326,-2.56
-322,-2.56
-326,-2.56
-322,-2.56
-326,-2.64
-322,-2.64
-322,-2.64
-322,-2.64
-322,-2.72
-322,-2.64
-326,-2.64
-322,-2.64
-326,-2.64
-322,-2.64
-322,-2.64
-322,-2.64
-322,-2.64
-318,-2.64
-322,-2.64
-318,-2.64
-318,-2.64
-322,-2.72
-318,-2.72
-318,-2.72
-318,-2.72
-318,-2.8
-322,-2.72
-318,-2.72
-318,-2.72
-318,-2.72
-318,-2.72
-318,-2.72
-318,-2.72
-318,-2.72
-322,-2.72
-318,-2.72
-318,-2.72
-318,-2.64
-318,-2.72
-318,-2.72
-318,-2.72
-318,-2.72
-322,-2.72
-318,-2.72
-318,-2.72
-318,-2.72
-318,-2.72
-318,-2.72
-314,-2.72
-314,-2.64
-318,-2.64
-318,-2.64
-314,-2.64
-318,-2.64
-314,-2.64
-314,-2.72
-314,-2.72
-314,-2.72
-314,-2.72
-318,-2.72
-318,-2.72
-314,-2.72
-318,-2.72
-314,-2.64
-318,-2.64
-318,-2.64
-314,-2.64
-314,-2.56
-318,-2.56
-314,-2.64
-314,-2.56
-314,-2.56
-314,-2.56
-314,-2.56
-314,-2.56
-314,-2.56
-310,-2.56
-310,-2.48
-310,-2.56
-310,-2.56
-310,-2.48
-310,-2.48
-310,-2.56
-310,-2.48
-310,-2.48
-310,-2.48
-314,-2.48
-310,-2.4
-314,-2.4
-310,-2.4
-314,-2.4
-310,-2.4
-310,-2.4
-310,-2.4
-310,-2.32
-310,-2.32
-310,-2.32
-314,-2.32
-314,-2.32
-314,-2.24
-310,-2.24
-310,-2.24
-310,-2.16
-310,-2.16
-306,-2.16
-306,-2.16
-306,-2.08
-306,-2.08
-306,-2.08
-310,-2.08
-306,-2.08
-306,-2
-306,-2
-306,-1.92
-310,-1.92
-310,-1.92
-306,-1.92
-306,-1.92
-306,-1.92
-306,-1.92
-306,-1.84
-306,-1.84
-310,-1.84
-306,-1.84
-306,-1.76
-306,-1.76
-306,-1.76
-306,-1.68
-306,-1.68
-310,-1.68
-306,-1.68
-306,-1.6
-306,-1.6
-302,-1.6
-302,-1.6
-302,-1.52
-302,-1.44
-302,-1.44
-302,-1.44
-302,-1.44
-302,-1.44
-302,-1.36
-302,-1.36
-302,-1.36
-302,-1.36
-302,-1.28
-302,-1.28
-306,-1.2
-302,-1.2
-302,-1.2
-306,-1.2
-306,-1.12
-302,-1.04
-302,-1.04
-302,-1.04
-302,-1.04
-306,-1.04
-302,-1.04
-302,-0.96
-302,-0.96
-302,-0.96
-298,-0.88
-298,-0.88
-298,-0.88
-298,-0.8
-298,-0.8
-298,-0.72
-298,-0.72
-298,-0.72
-298,-0.72
-302,-0.72
-298,-0.64
-302,-0.64
-298,-0.64
-298,-0.56
-298,-0.56
-298,-0.56
-298,-0.48
-298,-0.4
-298,-0.4
-298,-0.4
-298,-0.32
-298,-0.32
-298,-0.32
-298,-0.32
-298,-0.24
-298,-0.16
-298,-0.16
-298,-0.08
-298,-0.08
-298,-0.08
-294,0
-294,0
-298,0
-294,0
-298,0.08
-294,0.08
-294,0.08
-294,0.08
-294,0.16
-294,0.16
-294,0.24
-294,0.24
-294,0.24
-294,0.32
-298,0.4
-294,0.4
-294,0.48
-294,0.48
-294,0.48
-298,0.48
-294,0.48
-294,0.5599999999999999
-298,0.5599999999999999
-294,0.64
-294,0.64
-298,0.72
-294,0.72
-294,0.8
-294,0.8
-294,0.8
-290,0.88
-290,0.88
-290,0.88
-290,0.88
-290,0.88
-290,0.96
-290,0.96
-290,1.04
-290,1.04
-290,1.04
-290,1.1199999999999999
-290,1.1199999999999999
-290,1.1199999999999999
-290,1.2
-290,1.2
-290,1.28
-290,1.28
-290,1.3599999999999999
-290,1.3599999999999999
-290,1.44
-294,1.44
-290,1.52
-290,1.52
-290,1.52
-290,1.6
-290,1.6
-290,1.6
-294,1.6
-290,1.6
-290,1.68
-290,1.68
-286,1.68
-290,1.68
-286,1.68
-286,1.76
-286,1.76
-286,1.8399999999999999
-286,1.8399999999999999
-290,1.8399999999999999
-290,1.8399999999999999
-286,1.92
-286,1.92
-286,1.92
-286,1.92
-286,2
-286,2
-290,2.08
-286,2.08
-286,2.08
-286,2.08
-286,2.08
-286,2.16
-286,2.16
-286,2.16
-286,2.2399999999999998
-286,2.2399999999999998
-286,2.32
-286,2.32
-286,2.4
-282,2.4
-282,2.4
-282,2.4
-282,2.48
-282,2.48
-282,2.4
-282,2.48
-282,2.48
-282,2.48
-282,2.48
-286,2.48
-282,2.48
-282,2.56
-282,2.56
-282,2.56
-282,2.64
-282,2.64
-282,2.64
-282,2.64
-282,2.64
-282,2.7199999999999998
-286,2.64
-282,2.7199999999999998
-282,2.7199999999999998
-282,2.7199999999999998
-286,2.8000000000000003
-282,2.8000000000000003
-282,2.8000000000000003
-282,2.8000000000000003
-278,2.8000000000000003
-282,2.88
-278,2.88
-278,2.88
-282,2.88
-278,2.88
-278,2.88
-282,2.96
-278,2.96
-278,2.96
-278,2.96
-278,2.96
-282,2.96
-278,2.88
-278,2.96
-278,2.96
-278,2.96
-278,2.96
-278,2.96
-278,3.04
-278,3.04
-278,3.04
-278,3.1199999999999997
-278,3.1199999999999997
-278,3.1199999999999997
-278,3.2
-282,3.1199999999999997
-278,3.2
-278,3.2
-274,3.2
-274,3.2
-274,3.1199999999999997
-274,3.1199999999999997
-278,3.1199999999999997
-274,3.1199999999999997
-274,3.1199999999999997
-274,3.1199999999999997
-274,3.2
-274,3.2
-274,3.2
-274,3.2
-274,3.2800000000000002
-274,3.2
-278,3.2
-274,3.2
-274,3.2
-274,3.2
-274,3.2
-274,3.2
-274,3.2
-278,3.2
-274,3.2
-274,3.2
-274,3.2
-278,3.2800000000000002
-274,3.2
-274,3.2
-274,3.2
-274,3.2
-270,3.2
-270,3.2
-270,3.2
-270,3.2
-270,3.2
-270,3.2
-270,3.2
-270,3.2
-270,3.1199999999999997
-270,3.1199999999999997
-274,3.1199999999999997
-270,3.1199999999999997
-270,3.1199999999999997
-270,3.1199999999999997
-270,3.1199999999999997
-270,3.2
-270,3.2
-274,3.2
-270,3.1199999999999997
-270,3.2
-270,3.1199999999999997
-274,3.1199999999999997
-270,3.1199999999999997
-270,3.1199999999999997
-270,3.04
-270,3.04
-270,2.96
-270,2.96
-266,2.96
-266,2.96
-266,3.04
-266,3.04
-266,3.04
-266,3.04
-266,3.04
-266,3.04
-266,3.04
-266,3.04
-266,3.04
-266,3.04
-266,2.96
-266,2.96
-266,2.96
-266,2.88
-266,2.88
-266,2.8000000000000003
-266,2.8000000000000003
-266,2.8000000000000003
-266,2.8000000000000003
-266,2.8000000000000003
-266,2.8000000000000003
-266,2.8000000000000003
-266,2.8000000000000003
-266,2.8000000000000003
-266,2.7199999999999998
-266,2.7199999999999998
-266,2.7199999999999998
-266,2.7199999999999998
-262,2.7199999999999998
-262,2.7199999999999998
-262,2.7199999999999998
-262,2.64
-262,2.64
-262,2.64
-262,2.56
-262,2.56
-262,2.56
-262,2.56
-262,2.48
-262,2.48
-262,2.48
-262,2.48
-262,2.48
-262,2.48
-262,2.48
-262,2.48
-262,2.48
-262,2.4
-262,2.4
-262,2.4
-262,2.4
-262,2.32
-262,2.32
-262,2.2399999999999998
-262,2.2399999999999998
-262,2.16
-262,2.2399999999999998
-262,2.2399999999999998
-262,2.16
-258,2.16
-258,2.16
-258,2.16
-258,2.08
-258,2.08
-258,2.08
-258,2.08
-258,2.08
-258,2
-258,2
-258,2
-258,2
-258,1.92
-258,1.8399999999999999
-258,1.8399999999999999
-258,1.8399999999999999
-258,1.8399999999999999
-258,1.76
-258,1.8399999999999999
-258,1.76
-258,1.76
-258,1.76
-258,1.68
-258,1.68
-258,1.68
-258,1.68
-258,1.6
-258,1.6
-254,1.52
-254,1.52
-254,1.52
-254,1.52
-254,1.52
-254,1.44
-254,1.44
-254,1.44
-254,1.3599999999999999
-254,1.3599999999999999
-254,1.3599999999999999
-254,1.3599999999999999
-254,1.3599999999999999
-254,1.28
-254,1.2
-254,1.2
-254,1.2
-254,1.2
-254,1.1199999999999999
-254,1.1199999999999999
-254,1.1199999999999999
-254,1.04
-254,1.04
-254,1.04
-254,1.04
-254,0.96
-254,0.88
-254,0.88
-254,0.8
-254,0.88
-254,0.88
-250,0.88
-250,0.8
-250,0.8
-250,0.72
-250,0.72
-250,0.72
-250,0.72
-250,0.64
-250,0.64
-250,0.64
-250,0.5599999999999999
-250,0.5599999999999999
-250,0.5599999999999999
-250,0.5599999999999999
-250,0.48
-250,0.4
-250,0.4
-250,0.32
-250,0.32
-250,0.32
-250,0.24
-250,0.24
-250,0.16
-250,0.16
-250,0.08
-250,0.08
-250,0.08
-250,0.08
-250,0.08
-250,0.08
-246,0.08
-246,0
-246,0
-246,0
-246,-0.08
-246,-0.08
-246,-0.16
-246,-0.16
-246,-0.24
-246,-0.24
-246,-0.24
-246,-0.24
-246,-0.24
-246,-0.24
-246,-0.32
-246,-0.32
-246,-0.32
-246,-0.4
-246,-0.4
-246,-0.4
-246,-0.48
-246,-0.48
-246,-0.48
-246,-0.56
-246,-0.56
-246,-0.56
-246,-0.56
-246,-0.64
-246,-0.64
-246,-0.64
-242,-0.64
-246,-0.72
-242,-0.72
-242,-0.72
-242,-0.8
-242,-0.8
-242,-0.8
-242,-0.88
-242,-0.88
-242,-0.88
-242,-0.88
-242,-0.96
-242,-0.96
-242,-0.96
-242,-0.96
-242,-1.04
-242,-1.04
-242,-1.12
-242,-1.12
-242,-1.12
-242,-1.2
-242,-1.2
-242,-1.2
-242,-1.2
-242,-1.28
-242,-1.28
-242,-1.28
-242,-1.28
-242,-1.36
-242,-1.36
-238,-1.36
-238,-1.44
-238,-1.44
-238,-1.44
-238,-1.44
-238,-1.52
-238,-1.52
-238,-1.52
-238,-1.52
-238,-1.6
-238,-1.6
-238,-1.6
-238,-1.68
-238,-1.68
-238,-1.76
-238,-1.76
-238,-1.76
-238,-1.76
-238,-1.76
-238,-1.76
-238,-1.76
-238,-1.84
-238,-1.84
-238,-1.76
-238,-1.84
-238,-1.84
-238,-1.92
-238,-1.92
-238,-2
-238,-1.92
-238,-1.92
-234,-2
-234,-2
-234,-2
-234,-2.08
-234,-2.08
-234,-2.08
-234,-2.08
-234,-2.16
-234,-2.16
-234,-2.16
-234,-2.16
-234,-2.16
-234,-2.16
-234,-2.16
-234,-2.24
-234,-2.24
-234,-2.24
-234,-2.24
-234,-2.24
-234,-2.24
-234,-2.32
-234,-2.32
-234,-2.32
-234,-2.32
-234,-2.4
-234,-2.32
-234,-2.4
-234,-2.4
-234,-2.4
-234,-2.4
-230,-2.4
-230,-2.4
-230,-2.4
-230,-2.4
-230,-2.48
-230,-2.48
-230,-2.48
-230,-2.48
-230,-2.56
-230,-2.48
-230,-2.56
-230,-2.56
-230,-2.56
-230,-2.56
-230,-2.56
-230,-2.56
-230,-2.56
-230,-2.64
-230,-2.64
-230,-2.64
-230,-2.64
-230,-2.64
-230,-2.64
-230,-2.64
-230,-2.64
-230,-2.64
-230,-2.64
-226,-2.64
-230,-2.72
-226,-2.64
-226,-2.64
-226,-2.64
